Episodes Task Normalised_Cummulative_Reward
91 Q(RS) 0.93512
92 Q(RS) 0.97711
93 Q(RS) 0.99905
94 Q(RS) 1.00228
95 Q(RS) 1.00289
96 Q(RS) 0.98368
97 Q(RS) 1.00147
98 Q(RS) 0.92532
99 Q(RS) 0.97210
100 Q(RS) 0.97983
1 Q(RS) 0.00000
2 Q(RS) 0.89281
3 Q(RS) 0.89372
4 Q(RS) 0.88135
5 Q(RS) 0.76667
6 Q(RS) 0.92970
7 Q(RS) 0.78098
8 Q(RS) 0.82160
9 Q(RS) 0.98563
10 Q(RS) 0.95837
11 Q(RS) 0.96936
12 Q(RS) 0.97235
13 Q(RS) 0.92735
14 Q(RS) 0.79128
15 Q(RS) 0.83268
16 Q(RS) 0.99214
17 Q(RS) 0.96591
18 Q(RS) 0.78213
19 Q(RS) 0.91393
20 Q(RS) 0.91463
21 Q(RS) 0.76564
22 Q(RS) 0.76295
23 Q(RS) 0.87833
24 Q(RS) 0.95686
25 Q(RS) 0.97121
26 Q(RS) 0.94011
27 Q(RS) 0.98538
28 Q(RS) 0.96157
29 Q(RS) 0.92800
30 Q(RS) 0.85442
31 Q(RS) 0.97166
32 Q(RS) 0.78650
33 Q(RS) 0.74582
34 Q(RS) 0.95946
35 Q(RS) 0.91483
36 Q(RS) 1.00252
37 Q(RS) 0.98369
38 Q(RS) 0.85383
39 Q(RS) 1.00092
40 Q(RS) 0.99066
41 Q(RS) 0.94560
42 Q(RS) 0.96451
43 Q(RS) 0.87069
44 Q(RS) 0.89026
45 Q(RS) 0.97145
46 Q(RS) 0.98289
47 Q(RS) 0.93788
48 Q(RS) 0.97258
49 Q(RS) 0.94681
50 Q(RS) 0.98827
51 Q(RS) 0.97078
52 Q(RS) 0.95720
53 Q(RS) 0.97169
54 Q(RS) 0.97919
55 Q(RS) 0.88463
56 Q(RS) 0.96812
57 Q(RS) 0.99432
58 Q(RS) 0.91650
59 Q(RS) 0.98777
60 Q(RS) 0.97518
61 Q(RS) 0.97989
62 Q(RS) 0.98482
63 Q(RS) 0.96888
64 Q(RS) 0.97984
65 Q(RS) 0.92529
66 Q(RS) 0.88875
67 Q(RS) 0.96951
68 Q(RS) 0.94362
69 Q(RS) 0.95515
70 Q(RS) 0.99468
71 Q(RS) 1.00557
72 Q(RS) 0.94680
73 Q(RS) 0.98033
74 Q(RS) 1.00448
75 Q(RS) 0.97626
76 Q(RS) 0.98281
77 Q(RS) 0.98658
78 Q(RS) 0.99299
79 Q(RS) 0.94915
80 Q(RS) 0.93973
81 Q(RS) 0.93717
82 Q(RS) 0.92962
83 Q(RS) 0.95994
84 Q(RS) 0.99228
85 Q(RS) 0.91074
86 Q(RS) 0.98808
87 Q(RS) 1.00171
88 Q(RS) 0.90465
89 Q(RS) 0.99718
90 Q(RS) 0.90413
91 Q(RS) 0.98575
92 Q(RS) 0.97691
93 Q(RS) 0.92632
94 Q(RS) 0.94231
95 Q(RS) 0.99789
96 Q(RS) 0.99677
97 Q(RS) 0.99537
98 Q(RS) 0.98786
99 Q(RS) 1.00186
100 Q(RS) 0.94242
1 Q(RS) 0.00000
2 Q(RS) 0.90364
3 Q(RS) 0.91186
4 Q(RS) 0.89235
5 Q(RS) 0.93543
6 Q(RS) 0.36658
7 Q(RS) 0.46610
8 Q(RS) 0.92981
9 Q(RS) 0.82285
10 Q(RS) 0.85377
11 Q(RS) 0.95188
12 Q(RS) 0.84881
13 Q(RS) 0.88509
14 Q(RS) 0.64379
15 Q(RS) 0.68693
16 Q(RS) 0.96995
17 Q(RS) 0.75860
18 Q(RS) 0.90719
19 Q(RS) 0.82395
20 Q(RS) 0.95965
21 Q(RS) 0.93281
22 Q(RS) 0.86955
23 Q(RS) 0.98255
24 Q(RS) 0.98371
25 Q(RS) 0.99376
26 Q(RS) 0.90075
27 Q(RS) 0.97100
28 Q(RS) 0.96705
29 Q(RS) 0.79524
30 Q(RS) 0.95505
31 Q(RS) 0.82529
32 Q(RS) 0.99913
33 Q(RS) 0.95750
34 Q(RS) 0.95511
35 Q(RS) 0.94586
36 Q(RS) 0.79634
37 Q(RS) 0.99274
38 Q(RS) 0.97846
39 Q(RS) 0.99028
40 Q(RS) 1.00242
41 Q(RS) 0.96472
42 Q(RS) 0.88626
43 Q(RS) 0.90197
44 Q(RS) 0.93341
45 Q(RS) 0.98322
46 Q(RS) 0.99484
47 Q(RS) 0.95272
48 Q(RS) 0.95346
49 Q(RS) 0.90580
50 Q(RS) 0.96963
51 Q(RS) 0.99608
52 Q(RS) 0.88978
53 Q(RS) 0.93632
54 Q(RS) 0.84965
55 Q(RS) 0.81958
56 Q(RS) 0.87517
57 Q(RS) 0.99845
58 Q(RS) 1.00307
59 Q(RS) 0.97321
60 Q(RS) 0.97073
61 Q(RS) 0.99376
62 Q(RS) 0.94179
63 Q(RS) 0.99247
64 Q(RS) 0.91338
65 Q(RS) 0.97245
66 Q(RS) 0.88229
67 Q(RS) 0.95904
68 Q(RS) 0.98285
69 Q(RS) 0.94936
70 Q(RS) 0.97696
71 Q(RS) 0.92418
72 Q(RS) 0.94028
73 Q(RS) 0.95410
74 Q(RS) 0.89602
75 Q(RS) 0.99957
76 Q(RS) 0.98752
77 Q(RS) 0.98934
78 Q(RS) 0.99680
79 Q(RS) 1.00535
80 Q(RS) 0.95924
81 Q(RS) 1.00250
82 Q(RS) 0.99397
83 Q(RS) 0.96069
84 Q(RS) 0.99489
85 Q(RS) 0.99647
86 Q(RS) 0.98932
87 Q(RS) 0.95103
88 Q(RS) 0.94165
89 Q(RS) 1.00046
90 Q(RS) 0.93048
91 Q(RS) 0.94744
92 Q(RS) 0.99285
93 Q(RS) 0.92921
94 Q(RS) 0.99181
95 Q(RS) 0.99847
96 Q(RS) 0.97965
97 Q(RS) 0.99316
98 Q(RS) 0.93393
99 Q(RS) 0.92882
100 Q(RS) 0.96404
1 Q(RS) 0.00000
2 Q(RS) 0.52802
3 Q(RS) 0.81662
4 Q(RS) 0.95141
5 Q(RS) 0.91024
6 Q(RS) 0.93856
7 Q(RS) 0.90601
8 Q(RS) 0.54959
9 Q(RS) 0.77899
10 Q(RS) 0.98680
11 Q(RS) 0.68724
12 Q(RS) 0.85414
13 Q(RS) 0.98091
14 Q(RS) 0.94317
15 Q(RS) 0.56361
16 Q(RS) 0.98585
17 Q(RS) 0.93555
18 Q(RS) 0.86075
19 Q(RS) 0.77250
20 Q(RS) 0.96831
21 Q(RS) 0.95800
22 Q(RS) 0.98058
23 Q(RS) 0.98959
24 Q(RS) 0.99919
25 Q(RS) 0.92783
26 Q(RS) 0.95353
27 Q(RS) 0.94764
28 Q(RS) 0.99910
29 Q(RS) 0.98287
30 Q(RS) 0.85667
31 Q(RS) 0.97022
32 Q(RS) 0.93731
33 Q(RS) 0.76123
34 Q(RS) 0.74665
35 Q(RS) 0.87054
36 Q(RS) 0.85724
37 Q(RS) 0.97277
38 Q(RS) 0.96643
39 Q(RS) 0.86392
40 Q(RS) 0.92146
41 Q(RS) 0.80853
42 Q(RS) 0.92623
43 Q(RS) 1.00146
44 Q(RS) 0.99952
45 Q(RS) 0.96037
46 Q(RS) 0.96348
47 Q(RS) 0.93498
48 Q(RS) 0.97722
49 Q(RS) 0.81321
50 Q(RS) 0.99589
51 Q(RS) 0.98074
52 Q(RS) 0.92767
53 Q(RS) 0.98341
54 Q(RS) 0.97324
55 Q(RS) 0.99571
56 Q(RS) 0.98335
57 Q(RS) 1.00202
58 Q(RS) 0.96639
59 Q(RS) 0.98550
60 Q(RS) 0.85653
61 Q(RS) 0.99770
62 Q(RS) 0.97158
63 Q(RS) 0.95665
64 Q(RS) 0.99453
65 Q(RS) 0.93489
66 Q(RS) 0.95503
67 Q(RS) 0.99448
68 Q(RS) 1.00107
69 Q(RS) 1.00552
70 Q(RS) 0.98697
71 Q(RS) 0.98362
72 Q(RS) 0.99879
73 Q(RS) 0.98727
74 Q(RS) 0.89106
75 Q(RS) 0.98229
76 Q(RS) 0.99100
77 Q(RS) 0.94191
78 Q(RS) 0.95478
79 Q(RS) 0.94340
80 Q(RS) 1.00060
81 Q(RS) 0.99195
82 Q(RS) 0.98597
83 Q(RS) 0.97934
84 Q(RS) 0.94981
85 Q(RS) 0.94874
86 Q(RS) 0.94741
87 Q(RS) 0.93667
88 Q(RS) 0.93748
89 Q(RS) 0.94641
90 Q(RS) 0.99787
91 Q(RS) 0.99550
92 Q(RS) 0.95936
93 Q(RS) 0.97732
94 Q(RS) 0.98836
95 Q(RS) 0.94999
96 Q(RS) 0.99280
97 Q(RS) 0.95814
98 Q(RS) 0.99880
99 Q(RS) 0.99703
100 Q(RS) 0.98687
1 Q(RS) 0.00000
2 Q(RS) 0.55529
3 Q(RS) 0.90260
4 Q(RS) 0.88581
5 Q(RS) 0.94204
6 Q(RS) 0.95485
7 Q(RS) 0.87250
8 Q(RS) 0.88784
9 Q(RS) 0.86384
10 Q(RS) 0.70384
11 Q(RS) 0.98914
12 Q(RS) 0.99836
13 Q(RS) 0.99726
14 Q(RS) 0.84366
15 Q(RS) 0.93043
16 Q(RS) 0.97449
17 Q(RS) 0.96141
18 Q(RS) 0.94662
19 Q(RS) 0.99310
20 Q(RS) 0.87364
21 Q(RS) 0.91270
22 Q(RS) 0.98635
23 Q(RS) 0.92777
24 Q(RS) 0.99655
25 Q(RS) 0.81668
26 Q(RS) 0.95716
27 Q(RS) 0.87767
28 Q(RS) 0.84793
29 Q(RS) 0.90249
30 Q(RS) 0.98073
31 Q(RS) 0.80870
32 Q(RS) 0.93392
33 Q(RS) 0.77928
34 Q(RS) 0.92178
35 Q(RS) 0.93895
36 Q(RS) 0.92982
37 Q(RS) 0.86316
38 Q(RS) 0.88152
39 Q(RS) 0.89546
40 Q(RS) 0.94716
41 Q(RS) 0.93534
42 Q(RS) 0.91866
43 Q(RS) 0.97334
44 Q(RS) 0.99870
45 Q(RS) 0.99599
46 Q(RS) 0.95631
47 Q(RS) 0.96500
48 Q(RS) 0.96312
49 Q(RS) 0.92876
50 Q(RS) 1.00151
51 Q(RS) 0.90307
52 Q(RS) 0.93986
53 Q(RS) 0.95581
54 Q(RS) 0.94739
55 Q(RS) 0.91177
56 Q(RS) 1.00041
57 Q(RS) 1.00298
58 Q(RS) 0.89927
59 Q(RS) 0.95598
60 Q(RS) 0.93010
61 Q(RS) 0.99087
62 Q(RS) 0.99964
63 Q(RS) 0.93810
64 Q(RS) 0.99797
65 Q(RS) 0.92221
66 Q(RS) 0.83704
67 Q(RS) 0.88597
68 Q(RS) 0.95956
69 Q(RS) 0.98996
70 Q(RS) 0.90758
71 Q(RS) 0.98863
72 Q(RS) 0.95495
73 Q(RS) 0.98478
74 Q(RS) 0.99552
75 Q(RS) 1.00212
76 Q(RS) 0.90843
77 Q(RS) 1.00067
78 Q(RS) 0.96100
79 Q(RS) 0.90870
80 Q(RS) 0.92583
81 Q(RS) 0.98581
82 Q(RS) 0.99729
83 Q(RS) 0.99356
84 Q(RS) 0.90873
85 Q(RS) 0.99806
86 Q(RS) 0.93024
87 Q(RS) 0.99056
88 Q(RS) 0.97839
89 Q(RS) 0.94462
90 Q(RS) 0.96212
91 Q(RS) 0.97061
92 Q(RS) 0.96064
93 Q(RS) 0.96732
94 Q(RS) 0.97906
95 Q(RS) 0.94651
96 Q(RS) 0.97103
97 Q(RS) 0.97549
98 Q(RS) 0.98404
99 Q(RS) 0.94116
100 Q(RS) 0.95878
1 Q(RS) 0.00000
2 Q(RS) 0.82397
3 Q(RS) 0.70463
4 Q(RS) 0.95261
5 Q(RS) 0.56461
6 Q(RS) 0.83248
7 Q(RS) 0.93981
8 Q(RS) 0.92650
9 Q(RS) 0.97755
10 Q(RS) 0.92253
11 Q(RS) 0.93629
12 Q(RS) 0.90727
13 Q(RS) 0.79631
14 Q(RS) 0.78897
15 Q(RS) 0.90869
16 Q(RS) 0.74729
17 Q(RS) 0.83008
18 Q(RS) 0.78077
19 Q(RS) 0.70863
20 Q(RS) 0.80374
21 Q(RS) 0.88416
22 Q(RS) 0.90592
23 Q(RS) 0.91729
24 Q(RS) 0.99074
25 Q(RS) 0.93524
26 Q(RS) 0.94924
27 Q(RS) 0.93387
28 Q(RS) 0.96947
29 Q(RS) 0.96253
30 Q(RS) 0.93479
31 Q(RS) 0.98315
32 Q(RS) 0.94070
33 Q(RS) 0.87617
34 Q(RS) 0.96349
35 Q(RS) 0.86053
36 Q(RS) 0.99481
37 Q(RS) 0.89598
38 Q(RS) 0.76104
39 Q(RS) 0.88184
40 Q(RS) 0.98392
41 Q(RS) 0.81667
42 Q(RS) 0.90658
43 Q(RS) 0.82048
44 Q(RS) 0.88010
45 Q(RS) 0.98654
46 Q(RS) 0.99319
47 Q(RS) 0.95959
48 Q(RS) 0.99191
49 Q(RS) 0.98086
50 Q(RS) 0.95718
51 Q(RS) 0.93833
52 Q(RS) 0.91323
53 Q(RS) 0.99103
54 Q(RS) 0.99685
55 Q(RS) 0.91704
56 Q(RS) 1.00038
57 Q(RS) 0.95758
58 Q(RS) 0.96312
59 Q(RS) 0.91662
60 Q(RS) 0.94383
61 Q(RS) 0.97544
62 Q(RS) 0.98703
63 Q(RS) 0.97425
64 Q(RS) 0.90014
65 Q(RS) 0.98226
66 Q(RS) 0.99259
67 Q(RS) 0.99101
68 Q(RS) 0.88951
69 Q(RS) 0.97314
70 Q(RS) 0.88793
71 Q(RS) 0.99831
72 Q(RS) 0.98779
73 Q(RS) 0.98169
74 Q(RS) 0.98356
75 Q(RS) 0.98969
76 Q(RS) 0.96339
77 Q(RS) 0.99308
78 Q(RS) 0.93550
79 Q(RS) 0.98581
80 Q(RS) 0.91475
81 Q(RS) 0.99329
82 Q(RS) 0.95739
83 Q(RS) 0.94473
84 Q(RS) 0.88889
85 Q(RS) 0.99885
86 Q(RS) 1.00240
87 Q(RS) 1.00276
88 Q(RS) 1.00123
89 Q(RS) 0.99063
90 Q(RS) 0.92368
91 Q(RS) 0.99645
92 Q(RS) 0.96999
93 Q(RS) 0.97507
94 Q(RS) 1.00073
95 Q(RS) 0.99715
96 Q(RS) 0.97352
97 Q(RS) 1.00196
98 Q(RS) 0.97455
99 Q(RS) 1.00052
100 Q(RS) 0.93332
1 Q(RS) 0.00000
2 Q(RS) 0.75959
3 Q(RS) 0.57225
4 Q(RS) 0.58622
5 Q(RS) 0.97146
6 Q(RS) 0.87590
7 Q(RS) 0.77690
8 Q(RS) 0.96119
9 Q(RS) 0.75323
10 Q(RS) 0.82539
11 Q(RS) 0.73832
12 Q(RS) 0.80382
13 Q(RS) 0.78261
14 Q(RS) 0.88089
15 Q(RS) 0.84422
16 Q(RS) 0.80705
17 Q(RS) 0.99124
18 Q(RS) 0.99248
19 Q(RS) 0.81647
20 Q(RS) 0.87120
21 Q(RS) 0.95949
22 Q(RS) 0.89428
23 Q(RS) 0.92591
24 Q(RS) 0.98974
25 Q(RS) 0.99908
26 Q(RS) 0.76869
27 Q(RS) 0.95013
28 Q(RS) 0.90692
29 Q(RS) 0.98177
30 Q(RS) 0.95566
31 Q(RS) 0.95535
32 Q(RS) 0.94454
33 Q(RS) 0.99709
34 Q(RS) 0.86447
35 Q(RS) 0.95688
36 Q(RS) 0.95720
37 Q(RS) 0.99174
38 Q(RS) 0.98434
39 Q(RS) 0.94918
40 Q(RS) 0.91516
41 Q(RS) 0.96552
42 Q(RS) 0.97193
43 Q(RS) 0.85672
44 Q(RS) 0.99300
45 Q(RS) 0.96733
46 Q(RS) 0.90014
47 Q(RS) 0.92316
48 Q(RS) 0.98401
49 Q(RS) 0.99136
50 Q(RS) 0.96282
51 Q(RS) 0.98433
52 Q(RS) 0.97475
53 Q(RS) 0.94795
54 Q(RS) 0.97605
55 Q(RS) 0.86010
56 Q(RS) 0.97913
57 Q(RS) 0.99509
58 Q(RS) 0.93740
59 Q(RS) 0.95801
60 Q(RS) 0.98137
61 Q(RS) 0.99516
62 Q(RS) 0.94532
63 Q(RS) 0.92165
64 Q(RS) 0.94267
65 Q(RS) 0.97637
66 Q(RS) 0.90614
67 Q(RS) 0.92835
68 Q(RS) 0.96989
69 Q(RS) 1.00060
70 Q(RS) 0.99475
71 Q(RS) 0.89630
72 Q(RS) 0.93152
73 Q(RS) 0.99738
74 Q(RS) 0.98125
75 Q(RS) 0.99604
76 Q(RS) 0.98224
77 Q(RS) 0.91462
78 Q(RS) 0.98035
79 Q(RS) 0.92759
80 Q(RS) 0.89489
81 Q(RS) 0.95389
82 Q(RS) 0.95181
83 Q(RS) 0.89085
84 Q(RS) 0.98976
85 Q(RS) 0.96902
86 Q(RS) 0.99525
87 Q(RS) 0.99783
88 Q(RS) 0.95233
89 Q(RS) 0.99744
90 Q(RS) 0.93558
91 Q(RS) 0.96914
92 Q(RS) 0.97172
93 Q(RS) 0.98197
94 Q(RS) 0.97249
95 Q(RS) 0.96486
96 Q(RS) 1.00239
97 Q(RS) 0.99117
98 Q(RS) 0.96595
99 Q(RS) 0.99103
100 Q(RS) 0.99192
1 Q(RS) 0.00000
2 Q(RS) 0.76446
3 Q(RS) 0.64632
4 Q(RS) 0.93965
5 Q(RS) 0.96044
6 Q(RS) 0.58993
7 Q(RS) 0.57867
8 Q(RS) 0.58431
9 Q(RS) 0.95221
10 Q(RS) 0.97467
11 Q(RS) 0.68579
12 Q(RS) 0.73742
13 Q(RS) 0.89633
14 Q(RS) 0.74796
15 Q(RS) 0.93472
16 Q(RS) 0.95892
17 Q(RS) 0.97416
18 Q(RS) 0.91550
19 Q(RS) 0.97825
20 Q(RS) 0.69823
21 Q(RS) 0.75853
22 Q(RS) 0.99090
23 Q(RS) 0.83750
24 Q(RS) 0.98492
25 Q(RS) 0.96495
26 Q(RS) 0.95554
27 Q(RS) 0.88230
28 Q(RS) 0.81312
29 Q(RS) 0.84204
30 Q(RS) 1.00379
31 Q(RS) 0.88311
32 Q(RS) 0.84957
33 Q(RS) 0.83215
34 Q(RS) 0.95475
35 Q(RS) 0.96372
36 Q(RS) 0.95191
37 Q(RS) 0.85732
38 Q(RS) 0.99005
39 Q(RS) 0.80769
40 Q(RS) 0.93702
41 Q(RS) 0.99031
42 Q(RS) 0.92256
43 Q(RS) 0.92864
44 Q(RS) 0.99466
45 Q(RS) 0.99924
46 Q(RS) 0.79699
47 Q(RS) 0.96717
48 Q(RS) 0.89694
49 Q(RS) 0.91174
50 Q(RS) 0.87939
51 Q(RS) 0.96501
52 Q(RS) 0.99248
53 Q(RS) 0.96483
54 Q(RS) 0.98702
55 Q(RS) 0.99399
56 Q(RS) 0.92534
57 Q(RS) 0.93346
58 Q(RS) 0.94819
59 Q(RS) 0.98119
60 Q(RS) 0.97086
61 Q(RS) 0.99284
62 Q(RS) 0.96441
63 Q(RS) 0.96140
64 Q(RS) 0.99529
65 Q(RS) 0.94332
66 Q(RS) 0.99807
67 Q(RS) 0.98113
68 Q(RS) 0.86610
69 Q(RS) 0.89691
70 Q(RS) 1.00268
71 Q(RS) 0.95097
72 Q(RS) 0.95749
73 Q(RS) 0.98749
74 Q(RS) 1.00341
75 Q(RS) 0.96325
76 Q(RS) 0.93315
77 Q(RS) 0.98823
78 Q(RS) 0.99414
79 Q(RS) 0.93556
80 Q(RS) 0.90434
81 Q(RS) 0.95725
82 Q(RS) 0.96724
83 Q(RS) 0.95280
84 Q(RS) 0.97740
85 Q(RS) 0.98028
86 Q(RS) 1.00153
87 Q(RS) 0.98496
88 Q(RS) 0.97217
89 Q(RS) 0.97689
90 Q(RS) 1.00341
91 Q(RS) 0.94846
92 Q(RS) 0.93201
93 Q(RS) 0.95314
94 Q(RS) 0.99118
95 Q(RS) 0.92540
96 Q(RS) 0.94835
97 Q(RS) 0.99820
98 Q(RS) 0.96965
99 Q(RS) 1.00384
100 Q(RS) 0.96526
1 Q(RS) 0.00000
2 Q(RS) 0.68471
3 Q(RS) 0.93537
4 Q(RS) 0.54991
5 Q(RS) 0.92936
6 Q(RS) 0.75269
7 Q(RS) 0.81098
8 Q(RS) 0.69458
9 Q(RS) 0.64029
10 Q(RS) 0.97811
11 Q(RS) 0.94382
12 Q(RS) 0.64772
13 Q(RS) 0.84681
14 Q(RS) 0.98294
15 Q(RS) 0.97572
16 Q(RS) 0.99663
17 Q(RS) 0.77166
18 Q(RS) 0.98080
19 Q(RS) 0.99424
20 Q(RS) 0.87510
21 Q(RS) 0.93663
22 Q(RS) 0.96035
23 Q(RS) 0.88740
24 Q(RS) 0.92256
25 Q(RS) 0.75218
26 Q(RS) 0.87470
27 Q(RS) 0.97698
28 Q(RS) 0.98389
29 Q(RS) 0.95983
30 Q(RS) 0.84515
31 Q(RS) 0.87735
32 Q(RS) 0.99965
33 Q(RS) 0.93016
34 Q(RS) 0.99801
35 Q(RS) 0.94299
36 Q(RS) 0.95134
37 Q(RS) 0.98593
38 Q(RS) 0.95570
39 Q(RS) 0.86092
40 Q(RS) 1.00167
41 Q(RS) 0.96933
42 Q(RS) 0.96184
43 Q(RS) 0.83572
44 Q(RS) 0.86833
45 Q(RS) 0.94002
46 Q(RS) 0.84933
47 Q(RS) 0.98659
48 Q(RS) 0.96840
49 Q(RS) 0.92287
50 Q(RS) 0.94489
51 Q(RS) 0.91547
52 Q(RS) 0.94048
53 Q(RS) 0.87082
54 Q(RS) 0.92182
55 Q(RS) 0.98114
56 Q(RS) 0.92039
57 Q(RS) 0.95648
58 Q(RS) 0.85427
59 Q(RS) 0.93938
60 Q(RS) 0.94927
61 Q(RS) 0.92618
62 Q(RS) 0.96183
63 Q(RS) 0.86899
64 Q(RS) 0.96846
65 Q(RS) 0.92863
66 Q(RS) 0.94160
67 Q(RS) 0.98352
68 Q(RS) 0.98794
69 Q(RS) 0.99907
70 Q(RS) 0.95755
71 Q(RS) 0.94447
72 Q(RS) 0.98086
73 Q(RS) 0.88630
74 Q(RS) 0.94861
75 Q(RS) 0.98744
76 Q(RS) 0.96536
77 Q(RS) 0.96357
78 Q(RS) 0.99601
79 Q(RS) 0.99218
80 Q(RS) 1.00346
81 Q(RS) 0.93600
82 Q(RS) 0.99573
83 Q(RS) 0.94838
84 Q(RS) 0.95642
85 Q(RS) 0.94325
86 Q(RS) 0.88468
87 Q(RS) 0.99015
88 Q(RS) 0.94776
89 Q(RS) 0.98605
90 Q(RS) 0.96466
91 Q(RS) 0.90144
92 Q(RS) 0.98239
93 Q(RS) 0.94040
94 Q(RS) 0.97560
95 Q(RS) 0.99250
96 Q(RS) 0.99395
97 Q(RS) 0.98496
98 Q(RS) 0.98459
99 Q(RS) 0.99822
100 Q(RS) 0.99116
1 Q(RS) 0.00000
2 Q(RS) 0.67884
3 Q(RS) 0.71896
4 Q(RS) 0.86674
5 Q(RS) 0.87135
6 Q(RS) 0.97478
7 Q(RS) 0.56668
8 Q(RS) 0.47448
9 Q(RS) 0.98566
10 Q(RS) 0.83208
11 Q(RS) 0.94744
12 Q(RS) 0.97085
13 Q(RS) 0.86032
14 Q(RS) 0.88651
15 Q(RS) 0.99257
16 Q(RS) 0.77551
17 Q(RS) 0.87810
18 Q(RS) 0.98254
19 Q(RS) 0.99622
20 Q(RS) 0.93059
21 Q(RS) 0.77248
22 Q(RS) 0.96960
23 Q(RS) 0.98631
24 Q(RS) 0.78596
25 Q(RS) 0.84668
26 Q(RS) 0.97730
27 Q(RS) 0.92169
28 Q(RS) 0.91770
29 Q(RS) 0.79858
30 Q(RS) 0.87810
31 Q(RS) 1.00549
32 Q(RS) 0.93884
33 Q(RS) 0.96912
34 Q(RS) 0.89848
35 Q(RS) 0.97203
36 Q(RS) 0.90733
37 Q(RS) 0.98501
38 Q(RS) 0.82833
39 Q(RS) 0.98250
40 Q(RS) 0.74526
41 Q(RS) 0.88906
42 Q(RS) 1.00022
43 Q(RS) 0.82997
44 Q(RS) 0.88571
45 Q(RS) 0.90822
46 Q(RS) 0.87214
47 Q(RS) 0.99426
48 Q(RS) 0.96464
49 Q(RS) 1.00097
50 Q(RS) 0.98746
51 Q(RS) 0.96028
52 Q(RS) 0.95478
53 Q(RS) 0.95290
54 Q(RS) 0.99539
55 Q(RS) 0.98674
56 Q(RS) 0.96868
57 Q(RS) 0.96848
58 Q(RS) 0.99758
59 Q(RS) 0.87349
60 Q(RS) 0.91380
61 Q(RS) 0.92985
62 Q(RS) 0.90497
63 Q(RS) 1.00007
64 Q(RS) 0.97265
65 Q(RS) 0.90276
66 Q(RS) 0.97423
67 Q(RS) 0.93391
68 Q(RS) 0.99939
69 Q(RS) 0.98357
70 Q(RS) 0.98482
71 Q(RS) 0.98723
72 Q(RS) 0.99231
73 Q(RS) 0.91315
74 Q(RS) 0.97502
75 Q(RS) 0.97170
76 Q(RS) 0.99031
77 Q(RS) 1.00376
78 Q(RS) 0.94948
79 Q(RS) 0.97013
80 Q(RS) 0.98677
81 Q(RS) 0.95957
82 Q(RS) 0.97701
83 Q(RS) 0.91875
84 Q(RS) 1.00154
85 Q(RS) 0.92399
86 Q(RS) 0.99256
87 Q(RS) 0.98425
88 Q(RS) 0.96076
89 Q(RS) 0.98372
90 Q(RS) 0.96105
91 Q(RS) 0.97104
92 Q(RS) 0.96176
93 Q(RS) 0.98898
94 Q(RS) 0.96466
95 Q(RS) 0.99068
96 Q(RS) 0.99202
97 Q(RS) 0.97950
98 Q(RS) 0.99814
99 Q(RS) 0.98961
100 Q(RS) 0.98538
1 Q(RS) 0.00000
2 Q(RS) 0.45620
3 Q(RS) 0.94364
4 Q(RS) 0.77988
5 Q(RS) 0.92608
6 Q(RS) 0.95205
7 Q(RS) 0.92525
8 Q(RS) 0.95145
9 Q(RS) 0.86006
10 Q(RS) 0.98947
11 Q(RS) 0.88215
12 Q(RS) 0.97923
13 Q(RS) 0.78367
14 Q(RS) 0.93145
15 Q(RS) 0.87068
16 Q(RS) 0.89170
17 Q(RS) 0.95953
18 Q(RS) 0.97927
19 Q(RS) 0.86045
20 Q(RS) 0.90173
21 Q(RS) 0.89927
22 Q(RS) 0.91800
23 Q(RS) 0.93130
24 Q(RS) 0.91181
25 Q(RS) 0.99004
26 Q(RS) 0.98195
27 Q(RS) 0.66895
28 Q(RS) 0.74399
29 Q(RS) 0.90754
30 Q(RS) 0.94953
31 Q(RS) 0.94523
32 Q(RS) 0.84242
33 Q(RS) 0.86222
34 Q(RS) 0.85464
35 Q(RS) 0.99779
36 Q(RS) 0.90332
37 Q(RS) 0.85887
38 Q(RS) 0.95430
39 Q(RS) 0.93529
40 Q(RS) 0.97147
41 Q(RS) 0.93203
42 Q(RS) 0.96888
43 Q(RS) 0.97613
44 Q(RS) 0.97958
45 Q(RS) 0.91947
46 Q(RS) 0.97938
47 Q(RS) 0.96781
48 Q(RS) 0.99211
49 Q(RS) 0.93773
50 Q(RS) 0.98966
51 Q(RS) 0.87490
52 Q(RS) 0.98895
53 Q(RS) 0.95370
54 Q(RS) 0.90725
55 Q(RS) 0.97897
56 Q(RS) 0.96670
57 Q(RS) 0.95588
58 Q(RS) 0.94697
59 Q(RS) 1.00157
60 Q(RS) 0.98589
61 Q(RS) 0.87104
62 Q(RS) 0.99264
63 Q(RS) 0.87794
64 Q(RS) 0.83910
65 Q(RS) 0.92925
66 Q(RS) 0.99802
67 Q(RS) 0.99708
68 Q(RS) 0.90716
69 Q(RS) 0.98328
70 Q(RS) 0.97044
71 Q(RS) 0.99130
72 Q(RS) 0.90170
73 Q(RS) 0.91462
74 Q(RS) 0.90773
75 Q(RS) 0.99878
76 Q(RS) 0.99476
77 Q(RS) 1.00220
78 Q(RS) 0.92378
79 Q(RS) 0.98336
80 Q(RS) 0.89705
81 Q(RS) 0.99054
82 Q(RS) 0.99955
83 Q(RS) 0.99505
84 Q(RS) 0.97994
85 Q(RS) 0.93733
86 Q(RS) 0.98316
87 Q(RS) 0.99598
88 Q(RS) 0.96206
